Id,source,title,article,page_rank,timestamp,year,month,has_timestamp,text
7351,Xinhua,Iran refuses to stop uranium enrichment,"Iran on Saturday said it would reject any European proposal to drop its uranium enrichment, the state television reported. &quot;Any proposal which deprives Iran of its legitimate ",5,2004-10-16 21:16:11,2004.0,10.0,1,"iran refuses to stop uranium enrichment iran on saturday said it would reject any european proposal to drop its uranium enrichment, the state television reported. ""any proposal which deprives iran of its legitimate"
7352,Yahoo,Nearly one-quarter of Shanghai's kids contemplate suicide (AFP),"AFP - Nearly a quarter of all children in China's largest and wealthiest city Shanghai have considered committing suicide, according to a study published by state press.",5,,,,0,"nearly one-quarter of shanghai's kids contemplate suicide (afp) afp - nearly a quarter of all children in china's largest and wealthiest city shanghai have considered committing suicide, according to a study published by state press."
7353,Register,Seagate to start shifting SSDs,"<h4>Not a Flash in the pan</h4>\
<p>The CEO of hard disk drive (HDD) maker Seagate Technology has declared the firm's intention to enter the Flash memory market. Bill Watkins said in an interview with <cite>CNET</cite> that Seagate will begin shifting solid-state drives (SSD) based on Flash memory chip technology from next year.â¦</p><a href=""http://ad.uk.doubleclick.net/jump/reg.rss.4159/main;sz=336x280;ord=3234567893?"" target=""_blank"">\
<img src=""http://ad.uk.doubleclick.net/ad/reg.rss.4159/main;sz=336x280;ord=3234567893?"" border=""0"" alt=""""></a>\
\
",5,2007-08-24 15:31:50,2007.0,8.0,1,seagate to start shifting ssds not a flash in the pan \ the ceo of hard disk drive (hdd) maker seagate technology has declared the firm's intention to enter the flash memory market. bill watkins said in an interview with cnet that seagate will begin shifting solid-state drives (ssd) based on flash memory chip technology from next year.â¦ \ \ \
7354,Guardian,Battle over secret export commissions claims,Â· Company accused of circumventing bribery lawÂ·  Firm accuses ex-manager of taking kickbacks,5,2008-01-02 03:44:27,2008.0,1.0,1,battle over secret export commissions claims â· company accused of circumventing bribery lawâ· firm accuses ex-manager of taking kickbacks
7355,WTOK,Vitamin E Controversy,"One in four American adults, including Areh Howell, take high doses of vitamin E every day. &quot;I take vitamin E for cardiovascular protection,&quot; said Howell.",5,,,,0,"vitamin e controversy one in four american adults, including areh howell, take high doses of vitamin e every day. ""i take vitamin e for cardiovascular protection,"" said howell."
7356,Wired,Vote Swaps Revamped for 2004,"If you'd like to vote for a third-party candidate, but don't want to cost the Democrats or Republicans the election, take heart. Sites are cropping up to allow voters in swing states to swap votes with people in non-swing states. By Joanna Glasner.",5,,,,0,"vote swaps revamped for 2004 if you'd like to vote for a third-party candidate, but don't want to cost the democrats or republicans the election, take heart. sites are cropping up to allow voters in swing states to swap votes with people in non-swing states. by joanna glasner."
7357,News-Medical.net,Economic impact of migraine headaches on American businesses is <b>...</b>,"With more than 28 million Americans suffering from debilitating migraine headaches each year, employers also suffer through missed days from work and reduced productivity.",5,,,,0,"economic impact of migraine headaches on american businesses is ... with more than 28 million americans suffering from debilitating migraine headaches each year, employers also suffer through missed days from work and reduced productivity."
7358,World,Germany wraps up Asia tour with 5-1 thrashing of Thailand,World Cup 2006 hosts Germany thrashed Thailand 5-1 to bounce back from a shock defeat in South Korea and wrap up their three-match Asian tour in style.,5,2004-12-21 18:11:50,2004.0,12.0,1,germany wraps up asia tour with 5-1 thrashing of thailand world cup 2006 hosts germany thrashed thailand 5-1 to bounce back from a shock defeat in south korea and wrap up their three-match asian tour in style.
7359,Newsday,Webster to acquire Wisconsin bank,_ Webster Financial Corp. plans to acquire a Wisconsin bank that has become a major player in the health savings account market. Webster will pay $26 million in cash for Eastern Wisconsin Bancshares Inc.,5,2004-09-08 21:15:40,2004.0,9.0,1,webster to acquire wisconsin bank _ webster financial corp. plans to acquire a wisconsin bank that has become a major player in the health savings account market. webster will pay $26 million in cash for eastern wisconsin bancshares inc.
7360,sportinglife.com,LEHMAN AND GEIBERGER SHARE GREENSBORO LEAD,"Tom Lehman and Brent Geiberger sit on top of a packed leaderboard after the third round at the Chrysler Classic of Greensboro. Lehman, a former Open champion, overcame strong winds to card a three-under-par ",5,2004-10-17 07:50:37,2004.0,10.0,1,"lehman and geiberger share greensboro lead tom lehman and brent geiberger sit on top of a packed leaderboard after the third round at the chrysler classic of greensboro. lehman, a former open champion, overcame strong winds to card a three-under-par"
7361,Reuters,Soldier Sues U.S. Military Over Extended Service, SAN FRANCISCO (Reuters) - A California Army National Guard  sergeant filed a lawsuit on Tuesday asserting that the  government can not prevent reservists from leaving the military  when their enlistment periods end.,5,2004-08-19 07:16:24,2004.0,8.0,1,soldier sues u.s. military over extended service san francisco (reuters) - a california army national guard sergeant filed a lawsuit on tuesday asserting that the government can not prevent reservists from leaving the military when their enlistment periods end.
7362,Yahoo,"AT&T agrees to buy Dobson for $2.5 bln-$3 bln: paper \
    (Reuters)\
","Reuters - AT&T has agreed to purchase wireless \
carrier Dobson Communications Corp.  in a deal valued \
between $2.5 billion and $3 billion, the Wall Street Journal \
reported on its Web site on Friday.",5,2007-06-30 01:50:24,2007.0,6.0,1,"at&t agrees to buy dobson for $2.5 bln-$3 bln: paper \ (reuters)\ reuters - at&t has agreed to purchase wireless \ carrier dobson communications corp. in a deal valued \ between $2.5 billion and $3 billion, the wall street journal \ reported on its web site on friday."
7363,Reuters,Defending champion Capriati ousted by Dechy in New Haven,"Jennifer Capriati&#39;s preparations for next week&#39;s US Open were dealt a body blow when she lost 6-4 7-5 to eighth seed Nathalie Dechy of France in the quarter-finals of the $585,000 New Haven Open on Thursday.",5,2004-08-27 10:42:50,2004.0,8.0,1,"defending champion capriati ousted by dechy in new haven jennifer capriati's preparations for next week's us open were dealt a body blow when she lost 6-4 7-5 to eighth seed nathalie dechy of france in the quarter-finals of the $585,000 new haven open on thursday."
7364,Reuters,WellPoint Health Profit Up on Premiums," CHICAGO (Reuters) - WellPoint Health Networks Inc. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WLP.N&target=/stocks/quickinfo/fullquote"">WLP.N</A>,  the No. 2 health insurer by enrollment in the U.S., on Monday  posted a steep rise in quarterly profit as it kept health  premiums above rising medical costs and added new members.",5,2004-10-25 23:47:57,2004.0,10.0,1,"wellpoint health profit up on premiums chicago (reuters) - wellpoint health networks inc. wlp.n , the no. 2 health insurer by enrollment in the u.s., on monday posted a steep rise in quarterly profit as it kept health premiums above rising medical costs and added new members."
7365,Yahoo,"Budig reprises role on `All My Children' \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/entertainment/*http://news.yahoo.com/s/ap/20080116/ap_en_ot/people_rebecca_budig""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20080116/capt.bf228c086c09409c8637cffce9450b4c.people_rebecca_budig_nyet184.jpg?x=86&y=130&q=85&sig=1psI1Pz2VKPT0gcgn9H0yw--"" align=""left"" height=""130"" width=""86"" alt=""In this image released by ABC, Rebecca Budig returns as Greenlee Smythe Lavery, the role she created in 1999. Budig first appears as Greenlee on Wednesday, Jan. 16, 2008 on ABC Daytime's 'All My Children.'  (AP Photo/ABC, Steve Fenn)"" border=""0"" /></a>AP - Three fan favorites are coming back to ABC's ""All My Children.""</p><br clear=""all""/>",5,2008-01-16 22:25:12,2008.0,1.0,1,"budig reprises role on `all my children' \ (ap)\ ap - three fan favorites are coming back to abc's ""all my children."""
7366,San,"Sun 61, Liberty 43",Katie Douglas scored 13 points and matched her career high with five steals to lead the Connecticut Sun to a 61-43 win over the New York Liberty on Friday night.,5,,,,0,"sun 61, liberty 43 katie douglas scored 13 points and matched her career high with five steals to lead the connecticut sun to a 61-43 win over the new york liberty on friday night."
7367,CNN,ADV: Mortgage Rates Drop to 6-month Low,Lock in the lowest rates of the summer. Get up to 4 free quotes from trusted lenders. Apply now - bad credit OK.,5,2004-09-28 20:46:27,2004.0,9.0,1,adv: mortgage rates drop to 6-month low lock in the lowest rates of the summer. get up to 4 free quotes from trusted lenders. apply now - bad credit ok.
7368,Forbes,Terry Semel Vs. His Shareholders,"The Yahoo! boss beats back a rebellion--for now.\
<div class='nifad'><a href=""http://www.pheedo.com/click.phdo?x=a8a276f7a37a42499f8b1c69f9acf191&u=210058154""><img src=""http://www.pheedo.com/img.phdo?x=a8a276f7a37a42499f8b1c69f9acf191&u=210058154"" border=""0""/></a></div>",5,2007-06-19 01:19:33,2007.0,6.0,1,terry semel vs. his shareholders the yahoo! boss beats back a rebellion--for now.\
7369,ESPN,Owen scores first goal for Real,"MADRID, Spain -- Substitute Diego Tristan headed in a late goal to earn Deportivo La Coruna a 1-1 tie with Malaga. The tie allowed Deportivo to maintain its unbeaten record on the road this season, but left ",5,2004-10-24 03:47:59,2004.0,10.0,1,"owen scores first goal for real madrid, spain -- substitute diego tristan headed in a late goal to earn deportivo la coruna a 1-1 tie with malaga. the tie allowed deportivo to maintain its unbeaten record on the road this season, but left"
7370,RedNova,Iraqi Guardsman Ring Najaf Shrine,"NAJAF, Iraq - U.S. and Iraqi forces battled militants in Najaf on Tuesday and Iraqi National Guardsmen surrounded the holy city's Imam Ali Shrine, where insurgents loyal to radical cleric Muqtada al-Sadr have been holed up for weeks...",5,,,,0,"iraqi guardsman ring najaf shrine najaf, iraq - u.s. and iraqi forces battled militants in najaf on tuesday and iraqi national guardsmen surrounded the holy city's imam ali shrine, where insurgents loyal to radical cleric muqtada al-sadr have been holed up for weeks..."
7371,Straits,Quickly World,"DRESDEN - Germany&#39;s far-right parties recorded their best electoral results in six years yesterday as they and ex-communists profited from discontent over Chancellor Gerhard Schroeder&#39;s reforms, according to exit polls.",5,,,,0,"quickly world dresden - germany's far-right parties recorded their best electoral results in six years yesterday as they and ex-communists profited from discontent over chancellor gerhard schroeder's reforms, according to exit polls."
7372,PCWorld,"Adobe Updates Acrobat, Creative Suite","Acrobat Connect adds online conferencing service; VoIP in pro version.\
<p><a href=""http://feeds.pcworld.com/~a/pcworld/latestnews?a=wSO4hB""><img src=""http://feeds.pcworld.com/~a/pcworld/latestnews?i=wSO4hB"" border=""0""></img></a></p>\
<div class=""feedflare""><a href=""http://feeds.pcworld.com/~f/pcworld/latestnews?a=j8U2TrkO""><img src=""http://feeds.pcworld.com/~f/pcworld/latestnews?i=j8U2TrkO"" border=""0""></img></a> <a href=""http://feeds.pcworld.com/~f/pcworld/latestnews?a=28LfW2k3""><img src=""http://feeds.pcworld.com/~f/pcworld/latestnews?i=28LfW2k3"" border=""0""></img></a> <a href=""http://feeds.pcworld.com/~f/pcworld/latestnews?a=UMgLarPw""><img src=""http://feeds.pcworld.com/~f/pcworld/latestnews?i=UMgLarPw"" border=""0""></img></a></div><img src=""http://feeds.pcworld.com/~r/pcworld/latestnews/~4/23668958""/>",4,2006-09-18 18:13:55,2006.0,9.0,1,"adobe updates acrobat, creative suite acrobat connect adds online conferencing service; voip in pro version.\ \"
7373,Reuters,World Wrestling Entertainment posts profit," BOSTON (Reuters) - World Wrestling Entertainment Inc.   <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WWE.N&target=/stocks/quickinfo/fullquote"">WWE.N</A> on Thursday posted slightly higher quarterly profit as   cable advertising declined and home-video sales rose.",5,2006-08-31 18:00:44,2006.0,8.0,1,world wrestling entertainment posts profit boston (reuters) - world wrestling entertainment inc. wwe.n on thursday posted slightly higher quarterly profit as cable advertising declined and home-video sales rose.
7374,Yahoo,"First Dec. 25 Xmas tied to pagan shrine \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/world/*http://news.yahoo.com/s/ap/20071222/ap_on_re_eu/italy_roman_christmas""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20071222/capt.43698cdc64f24b96b74788f4d19ccbc6.italy_birth_of_christmas_xajm102.jpg?x=130&y=88&sig=nwwg8Oq3hSe8g1Yk6cGW3A--"" align=""left"" height=""88"" width=""130"" alt=""A view of St. Anastasia Basilica, in Rome, Saturday, Dec. 22, 2007. A recently discovered pagan shrine dedicated to Rome's founder Romulus and his brother Remus is being linked by some experts to the first celebration of Christmas held on the date that still marks the festivity today. Last month Italian archaeologists unveiled an underground grotto believed to have been worshipped by ancient Romans as the place where a wolf nursed the legendary twins. Now, a top Italian scholar believes that a church, the Church of St. Anastasia, built on the site of the shrine, believed to be a few steps away from the church, witnessed the birth of Christmas as we know it, making it a symbolic place in efforts to link pagan practices and Christian celebrations.   (AP Photo/Andrew Medichini)"" border=""0"" /></a>AP - The church where the tradition of celebrating Christmas on Dec. 25 may have begun was built near a pagan shrine as part of an effort to spread Christianity, a leading Italian scholar says.</p><br clear=""all""/>",5,2007-12-22 21:56:08,2007.0,12.0,1,"first dec. 25 xmas tied to pagan shrine \ (ap)\ ap - the church where the tradition of celebrating christmas on dec. 25 may have begun was built near a pagan shrine as part of an effort to spread christianity, a leading italian scholar says."
7375,InfoWorld,Industry groups sign piracy agreement in China,"<p>(<a href=""http://www.infoworld.com/?source=rss"">InfoWorld</a>) - Industry groups for producers of copyrighted material, including the Business Software Alliance (BSA) and the Motion Picture Association (MPA), Friday signed an agreement with the National Copyright Administration of China (NCAC) for protection against Internet piracy in China.</p><p align=""right""><a href=""http://ad.doubleclick.net/jump/idg.us.info.rss/news;pos=imu;tile=6;sz=336x280;pkey=business;pkey=security;skey=compliance_monitoring;skey=regulatory_compliance;skey=risk_management;ord=123456789?"" target=""_blank"" /><img src=""http://ad.doubleclick.net/ad/idg.us.info.rss/news;pos=imu;tile=6;sz=336x280;pkey=business;pkey=security;skey=compliance_monitoring;skey=regulatory_compliance;skey=risk_management;ord=123456789?"" width=""336"" height=""280"" border=""0"" alt="""" align=""right""/></a></p>\
<p>The Association of American Publishers (AAP) and The Publishers Association (TPA) of the U.K. also signed the memorandum, under which the industry groups will provide information about legal, authorized products distributed by their member companies in China. This allows the NCAC to distinguish between legal and pirated copy available online. Instances of Internet piracy will then be referred to the NCAC, which will then inform the proper legal authorities, the MPA said in a statement.</p>\
<p>The BSA estimated that total pirated software losses in 2005 in China were $3.9 billion, and that 86 percent of all software used in China during that year was pirated. The MPA estimated that the piracy rate for its members' products was 93 percent. Those numbers are calculated based on estimated sales if pirated or unauthorized products were not available.</p>\
<p>BSA members include major technology companies such as Apple Computer, Microsoft, and Dell. The MPA is comprised of Hollywood's largest film studios, such as Paramount Pictures and Metro-Goldwyn-Mayer. It is the international arm of the Motion Picture Association of America.</p>\
<p>Â </p>",4,2006-12-18 18:41:09,2006.0,12.0,1,"industry groups sign piracy agreement in china ( infoworld ) - industry groups for producers of copyrighted material, including the business software alliance (bsa) and the motion picture association (mpa), friday signed an agreement with the national copyright administration of china (ncac) for protection against internet piracy in china. \ the association of american publishers (aap) and the publishers association (tpa) of the u.k. also signed the memorandum, under which the industry groups will provide information about legal, authorized products distributed by their member companies in china. this allows the ncac to distinguish between legal and pirated copy available online. instances of internet piracy will then be referred to the ncac, which will then inform the proper legal authorities, the mpa said in a statement. \ the bsa estimated that total pirated software losses in 2005 in china were $3.9 billion, and that 86 percent of all software used in china during that year was pirated. the mpa estimated that the piracy rate for its members' products was 93 percent. those numbers are calculated based on estimated sales if pirated or unauthorized products were not available. \ bsa members include major technology companies such as apple computer, microsoft, and dell. the mpa is comprised of hollywood's largest film studios, such as paramount pictures and metro-goldwyn-mayer. it is the international arm of the motion picture association of america. \ â"
7376,Washington,Canada Wins Thriller,Vincent Lecavalier scores 3:45 into overtime Saturday night to give Canada a 4-3 victory over the Czech Republic and sends Canada into the title game to face Finland.,4,,,,0,canada wins thriller vincent lecavalier scores 3:45 into overtime saturday night to give canada a 4-3 victory over the czech republic and sends canada into the title game to face finland.
7377,New,"Behind Every Successful Man, There's a Stronger One",Paul Weitz's engagingly lightweight drama is a gently revisionist fairy tale about good versus evil set on the battlefield of contemporary corporate culture.,5,,,,0,"behind every successful man, there's a stronger one paul weitz's engagingly lightweight drama is a gently revisionist fairy tale about good versus evil set on the battlefield of contemporary corporate culture."
7378,Reuters,EU and U.S. trade charges of blocking Bali talks,"NUSA DUA, Indonesia (Reuters) - The European Union threatened on Thursday to boycott U.S. talks among top greenhouse gas emitting nations, accusing Washington of blocking goals for fighting climate change at U.N. talks in Bali.",5,2007-12-13 14:56:43,2007.0,12.0,1,"eu and u.s. trade charges of blocking bali talks nusa dua, indonesia (reuters) - the european union threatened on thursday to boycott u.s. talks among top greenhouse gas emitting nations, accusing washington of blocking goals for fighting climate change at u.n. talks in bali."
7379,CNET,Capture One 4 raw-image software released,"Phase One has released its new version of a venerable program used to edit raw images from higher-end cameras.<img class=""0"" src=""http://adlog.com.com/adlog/i/r=7807&s=646536t=-1&decache=&o=1:&h=cn&p=2&b=1&l=en_US&site=1/http://i.i.com.com/cnwk.1d/Ads/common/dotclear.gif"" height=""1"" width=""1"" border=""0"" alt="""" /><img class=""rss-ad"" src=""http://adlog.com.com/adlog/i/r=7807&s=661312t=-1&decache=&o=1:&h=cn&p=2&b=1&l=en_US&site=1/http://i.i.com.com/cnwk.1d/Ads/common/dotclear.gif"" height=""1"" width=""1"" border=""0"" alt="""" />",3,2007-12-20 21:17:01,2007.0,12.0,1,capture one 4 raw-image software released phase one has released its new version of a venerable program used to edit raw images from higher-end cameras.
7380,CNET,Microsoft planning security bulletins by the dozen,"Slew of Patch Tuesday security updates will include ""critical"" fixes for Windows, Office and Microsoft's security tools.",3,2007-02-08 23:20:56,2007.0,2.0,1,"microsoft planning security bulletins by the dozen slew of patch tuesday security updates will include ""critical"" fixes for windows, office and microsoft's security tools."
7381,Yahoo,"Russian pirate music site to reopen \
    (Reuters)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/entertainment/*http://news.yahoo.com/s/nm/20070828/music_nm/russia_website_dc""><img src=""http://d.yimg.com/us.yimg.com/p/nm/20070828/2007_08_28t094634_450x313_us_russia_website.jpg?x=130&y=90&sig=__C7JO5j2mjanbYhviz9sA--"" align=""left"" height=""90"" width=""130"" alt=""A visitor listens to music on a mobile phone at the 41st MIDEM music market in Cannes, January 22, 2007. Russian music download site www.allofmp3.com has said it will resume business soon, after a Moscow court ruled its operation is in accordance with Russian law. (Eric Gaillard/Reuters)"" border=""0"" /></a>Reuters - Russian music download site \
www.allofmp3.com has said it will resume business soon, after a \
Moscow court ruled its operation is in accordance with Russian \
law.</p><br clear=""all""/>",5,2007-08-28 17:56:25,2007.0,8.0,1,"russian pirate music site to reopen \ (reuters)\ reuters - russian music download site \ www.allofmp3.com has said it will resume business soon, after a \ moscow court ruled its operation is in accordance with russian \ law."
7382,Reuters,Soaring jet fuel prices hamper airlines' results,"CHICAGO (Reuters) - Northwest Airlines Corp , AirTran Holdings Inc  and JetBlue Airways Corp  all posted fourth-quarter losses on Tuesday as soaring jet fuel prices continued to weigh on major U.S. carriers.",5,2008-01-29 21:20:59,2008.0,1.0,1,"soaring jet fuel prices hamper airlines' results chicago (reuters) - northwest airlines corp , airtran holdings inc and jetblue airways corp all posted fourth-quarter losses on tuesday as soaring jet fuel prices continued to weigh on major u.s. carriers."
7383,CNET,Supercomputer center gets new No. 2,"Vijay Samalam has taken over as second-in-command at the San Diego Supercomputer Center, replacing Alan Blatecky.",3,,,,0,"supercomputer center gets new no. 2 vijay samalam has taken over as second-in-command at the san diego supercomputer center, replacing alan blatecky."
7384,BBC,Shakira leads Latin Grammy list,"Colombian pop star Shakira leads the field for the 7th Latin Grammy Awards, with five nominations.",5,2006-09-27 12:01:45,2006.0,9.0,1,"shakira leads latin grammy list colombian pop star shakira leads the field for the 7th latin grammy awards, with five nominations."
7385,FOX,UEFA Cup: Villarreal downs Middlesbrough 2-0,Antonio ``Guayre&#39;&#39; Betancor and Javi Venta scored in each half to earn Villarreal a 2-0 win over Middlesbrough in UEFA Cup Group E on Thursday.,5,2004-11-26 00:50:59,2004.0,11.0,1,uefa cup: villarreal downs middlesbrough 2-0 antonio ``guayre'' betancor and javi venta scored in each half to earn villarreal a 2-0 win over middlesbrough in uefa cup group e on thursday.
7386,TechNewsWorld,COO Otellini To Take Helm at Intel,Otellini is buttoned-down and urban. He has handled much of Intel&#39;s communication with Wall Street analysts and he peppers his interviews with friendly comments and jokes.,5,,,,0,coo otellini to take helm at intel otellini is buttoned-down and urban. he has handled much of intel's communication with wall street analysts and he peppers his interviews with friendly comments and jokes.
7387,Yahoo,"Hurricane Helene could menace Bermuda \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/science/*http://news.yahoo.com/s/ap/20060918/ap_on_re_la_am_ca/tropical_weather""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20060917/capt.05515bb19f5b490796e4633a0896d7c2.noaa_caribbean_ny4c.jpg?x=130&y=86&sig=G5vuas8Ug6ubd1pobfUbxA--"" align=""left"" height=""86"" width=""130"" alt=""This NOAA satellite image taken Sunday, September 17, 2006 at 01:15 PM EDT shows Hurricanes Gordon and Helene well out to sea.  Gordon is expected to begin to lose its status as a tropical cyclone in the next few days, while Helene will continue moving west and possibly strengthen.  Gordon poses almost no threat to any land areas, while Helene could affect the US or Bermuda in the next week or so.  Log on to http://www.wunderground.com/tropical for more information. (AP PHOTO/WEATHER UNDERGROUND)"" border=""0"" /></a>AP - Hurricane Helene continued to gain strength as a Category 3 storm in the open Atlantic on Monday, and forecasters said it could threaten Bermuda at the end of the week.</p><br clear=""all""/>",5,2006-09-18 19:53:26,2006.0,9.0,1,"hurricane helene could menace bermuda \ (ap)\ ap - hurricane helene continued to gain strength as a category 3 storm in the open atlantic on monday, and forecasters said it could threaten bermuda at the end of the week."
7388,Yahoo,"Over 160 sickened in Jordan poisoning \
    (AP)\
","AP - Over 160 people from a single town in northern Jordan were hospitalized on Saturday for poisoning, which health officials attributed to either bad food or contaminated water. It was the third such case in four months.",5,2007-10-27 22:13:06,2007.0,10.0,1,"over 160 sickened in jordan poisoning \ (ap)\ ap - over 160 people from a single town in northern jordan were hospitalized on saturday for poisoning, which health officials attributed to either bad food or contaminated water. it was the third such case in four months."
7389,Washington, Super Bowl's Black Coaches Indicative of 'Great Strides' , The first Super Bowl matchup of teams led by black coaches is the culmination of a four-year push by people to open doors to minority coaches that had been closed for most of the NFL's history. ,4,2007-01-30 23:00:43,2007.0,1.0,1,super bowl's black coaches indicative of 'great strides' the first super bowl matchup of teams led by black coaches is the culmination of a four-year push by people to open doors to minority coaches that had been closed for most of the nfl's history.
7390,BBC,McGrath promises to stop England,Australia's Glenn McGrath is determined to make sure England are forced to follow on in the first Ashes Test.,5,2006-11-24 19:48:01,2006.0,11.0,1,mcgrath promises to stop england australia's glenn mcgrath is determined to make sure england are forced to follow on in the first ashes test.
7391,Syfy.com,Aids issue hidden in PM's promotion?,"ÂHide The Truth, Entice The AudienceÂ seems to be a new method of getting sizeable audiences to flock to theatres.
\
",5,2004-08-30 12:49:17,2004.0,8.0,1,"aids issue hidden in pm's promotion? âhide the truth, entice the audienceâ seems to be a new method of getting sizeable audiences to flock to theatres. \"
7392,Yahoo,Hollywood Actors Will Fight for DVD Residuals (Reuters),"Reuters - Their sister unions\
might have abandoned the fight for higher DVD residuals, but\
Hollywood actors are pressing on, according to a negotiations\
preview sent to members of the Screen Actors Guild Tuesday.",5,,,,0,"hollywood actors will fight for dvd residuals (reuters) reuters - their sister unions\ might have abandoned the fight for higher dvd residuals, but\ hollywood actors are pressing on, according to a negotiations\ preview sent to members of the screen actors guild tuesday."
7393,Winnipeg,Buried toddler survives,A two-year-old boy was rescued yesterday after surviving four days buried in a landslide from the powerful quake that ravaged northern Japan over the weekend.,5,2004-10-28 10:22:17,2004.0,10.0,1,buried toddler survives a two-year-old boy was rescued yesterday after surviving four days buried in a landslide from the powerful quake that ravaged northern japan over the weekend.
7394,Ottawa,Nortel&#39;s new chief gets down to business,"William Owens, the new chief executive of Nortel Networks Corp., is putting his personal stamp on the organization. ",5,2004-08-20 20:29:00,2004.0,8.0,1,"nortel's new chief gets down to business william owens, the new chief executive of nortel networks corp., is putting his personal stamp on the organization."
7395,Soccerway,"Spain: Xavi leads BarÃ§a past Albacete, Bilbao beat Atletico","ALBACETE/BILBAO, Dec 11 (SW) - FC Barcelona took the lead twice to beat Albacete and maintain their comfortable lead, while Athletic de Bilbao had a small win over Atletico de Madrid.",5,,,,0,"spain: xavi leads barã§a past albacete, bilbao beat atletico albacete/bilbao, dec 11 (sw) - fc barcelona took the lead twice to beat albacete and maintain their comfortable lead, while athletic de bilbao had a small win over atletico de madrid."
7396,Yahoo,"Philippine ferry capsizes, killing 14 \
    (AP)\
","AP - A small ferry capsized in rough waters in the southern Philippines on Saturday, leaving 14 passengers dead while 58 were rescued, a civil defense official said.",5,2006-11-25 19:21:36,2006.0,11.0,1,"philippine ferry capsizes, killing 14 \ (ap)\ ap - a small ferry capsized in rough waters in the southern philippines on saturday, leaving 14 passengers dead while 58 were rescued, a civil defense official said."
7397,Reuters,Iran Urges EU Not to Buckle to U.S. Atomic Pressure," TEHRAN (Reuters) - Europeans should resist U.S. accusations  Iran is seeking atomic weapons and treat Tehran's nuclear  dossier with caution while sensitive discussions grind on,  Iran's Foreign Ministry spokesman said on Sunday.",5,,,,0,"iran urges eu not to buckle to u.s. atomic pressure tehran (reuters) - europeans should resist u.s. accusations iran is seeking atomic weapons and treat tehran's nuclear dossier with caution while sensitive discussions grind on, iran's foreign ministry spokesman said on sunday."
7398,Reuters,Fight against time to preserve Auschwitz,"OSWIECIM, Poland (Reuters) - Auschwitz is disintegrating.",5,2007-01-31 12:14:54,2007.0,1.0,1,"fight against time to preserve auschwitz oswiecim, poland (reuters) - auschwitz is disintegrating."
7399,BBC,SAS strike due to enter fifth day,Scandinavian Airlines cancels most of its Tuesday flights to and from Sweden as a strike enters its fifth day.,5,2007-05-28 20:47:52,2007.0,5.0,1,sas strike due to enter fifth day scandinavian airlines cancels most of its tuesday flights to and from sweden as a strike enters its fifth day.
7400,New,Taming the Guzzlers That Power the World Wide Web,"As energy consumption by data centers climbs, energy efficiency becomes a priority.",5,2008-02-15 08:18:19,2008.0,2.0,1,"taming the guzzlers that power the world wide web as energy consumption by data centers climbs, energy efficiency becomes a priority."
7401,Syfy.com,Saif's race to action,\N,5,2008-01-04 05:57:35,2008.0,1.0,1,saif's race to action \n
7402,Yahoo,Terror charges slapped on eight British suspects (AFP),"AFP - Britain laid charges against eight terror suspects, including conspiracy to murder and possession of surveillance plans of the New York Stock Exchange and other US-based financial institutions.",5,,,,0,"terror charges slapped on eight british suspects (afp) afp - britain laid charges against eight terror suspects, including conspiracy to murder and possession of surveillance plans of the new york stock exchange and other us-based financial institutions."
7403,Yahoo,London shares close lower on record oil prices (AFP),"AFP - Blue chips closed in the negative territory, weighed by heavy losses on Wall Street, where fresh record highs in oil prices continued to dampen sentiment, dealers said.",5,,,,0,"london shares close lower on record oil prices (afp) afp - blue chips closed in the negative territory, weighed by heavy losses on wall street, where fresh record highs in oil prices continued to dampen sentiment, dealers said."
7404,GEO,"84 killed, 370 injured in offensive attack in Kufa",NAJAF: At least 84 people were killed and more than 370 others wounded in a mortar attack on Kufa&#39;s main mosque and a shooting at a demonstration.,5,,,,0,"84 killed, 370 injured in offensive attack in kufa najaf: at least 84 people were killed and more than 370 others wounded in a mortar attack on kufa's main mosque and a shooting at a demonstration."
